,law
2,"La présente loi ne s’applique pas à la collecte, la détention, l’utilisation ou la communication de matériel journalistique, historique ou généalogique à une fin d’information légitime du public."
2,Les sections II et III de la présente loi ne s’appliquent pas à un renseignement personnel qui a un caractère public en vertu de la Loi.
2,"Elles ne s’appliquent pas non plus aux renseignements personnels qui concernent l’exercice par la personne concernée d’une fonction au sein d’une entreprise, tels que son nom, et sa fonction, de même que l’adresse, l’adresse de courrier électronique et le numéro de téléphone de son lieu de travail."
2,"1993, c. 17, a."
2,"1; 2002, c. 19, a."
2,"19; 2006, c. 22,   ."
2,"Pour l’application de la présente loi, une personne qui recueille des renseignements personnels sur autrui en raison d’un intérêt sérieux et légitime est réputée constituer un dossier au sens du Code civil et les droits concernant ce dossier conférés par les articles 35 à 40 de ce code s’appliquent aux renseignements personnels recueillis."
2,"Est un renseignement personnel, tout renseignement qui concerne une personne physique et permet, directement ou indirectement, de l’identifier."
2,"1993, c. 17, a."
2,"1993, c. 17, a."
2,"3; 2006, c. 22, a."
2,Toute personne   exploite une entreprise est responsable de la protection des renseignements personnels qu’elle détient.
2,"Au sein de l’entreprise, la personne ayant la plus haute autorité veille à assurer le respect et la mise en oeuvre de la présente loi."
2,"Elle exerce la fonction de responsable de la protection des renseignements personnels; elle peut déléguer cette fonction par écrit, en tout ou en partie, à toute personne."
2,"Le titre et les coordonnées du responsable de la protection des renseignements personnels sont publiés sur le site Internet de l’entreprise ou, si elle n’a pas de site, rendus accessibles par tout autre moyen approprié."
2,Toute personne qui exploite une entreprise doit établir et mettre en oeuvre des politiques et des pratiques encadrant sa gouvernance à l’égard des renseignements personnels et propres à assurer la protection de ces renseignements.
2,"Celles-ci doivent notamment prévoir l’encadrement applicable à la conservation et à la destruction de ces renseignements, prévoir les rôles et les responsabilités des membres de son personnel tout au long du cycle de vie de ces renseignements et un processus de traitement des plaintes relatives à la protection de ceux-ci."
2,Elles doivent également être proportionnées à la nature et à l’importance des activités de l’entreprise et être approuvées par le responsable de la protection des renseignements personnels.
2,"Des informations détaillées au sujet de ces politiques et de ces pratiques, notamment en ce qui concerne le contenu exigé au premier alinéa, sont, en termes simples et clairs, publiées sur le site Internet de l’entreprise ou, si elle n’a pas de site, rendues accessibles par tout autre moyen approprié."
2,"Toute personne qui exploite une entreprise doit procéder à une évaluation des facteurs relatifs à la vie privée de tout projet d’acquisition, de développement et de refonte de système d’information ou de prestation électronique de services impliquant la collecte, l’utilisation, la communication, la conservation ou la destruction de renseignements personnels."
2,"Aux fins de cette évaluation, la personne doit consulter, dès le début du projet, son responsable de la protection des renseignements personnels."
2,La personne doit également s’assurer que ce projet permet qu’un renseignement personnel informatisé recueilli auprès de la personne concernée soit communiqué à cette dernière dans un format technologique structuré et couramment utilisé.
2,"La réalisation d’une évaluation des facteurs relatifs à la vie privée en application de la présente loi doit être proportionnée à la sensibilité des renseignements concernés, à la finalité de leur utilisation, à leur quantité, à leur répartition et à leur support."
2,Une personne qui exploite une entreprise et qui a des motifs de croire que s’est produit un incident de confidentialité impliquant un renseignement personnel qu’elle détient doit prendre les mesures raisonnables pour diminuer les risques qu’un préjudice soit causé et éviter que de nouveaux incidents de même nature ne se produisent.
2,"Elle doit également aviser toute personne dont   renseignement personnel est concerné par l’incident, à défaut de quoi la Commission peut lui ordonner de le faire."
2,"Elle peut également aviser toute personne ou tout organisme susceptible de diminuer ce risque, en ne lui communiquant que les renseignements personnels nécessaires à cette fin sans le consentement de la personne concernée."
2,"Dans ce dernier cas, le responsable de la protection des renseignements personnels doit enregistrer la communication."
2,"Malgré le deuxième alinéa, une personne dont un renseignement personnel est concerné par l’incident n’a pas à être avisée tant que cela serait susceptible d’entraver une enquête faite par une personne ou par un organisme qui, en vertu de la loi, est chargé de prévenir, détecter ou réprimer le crime ou les infractions aux lois."
2,Un règlement du gouvernement peut déterminer le contenu et les modalités des avis prévus au présent article.
2,"Pour l’application de la présente loi, on entend par «incident de confidentialité» : 1°  l’accès non autorisé par la loi à un renseignement personnel; 2°  l’utilisation non autorisée par la loi d’un renseignement personnel; 3°  la communication non autorisée par la loi d’un renseignement personnel; 4°  la perte d’un renseignement personnel ou toute autre atteinte à la protection d’un tel renseignement."
2,"Lorsqu’elle évalue le risque qu’un préjudice soit causé à une personne dont un renseignement personnel est concerné par un incident de confidentialité, la personne qui exploite une entreprise doit considérer notamment la sensibilité du renseignement concerné, les conséquences appréhendées de son utilisation et la probabilité qu’il soit utilisé à des fins préjudiciables."
2,Elle doit également consulter son responsable de la protection des renseignements personnels.
2,La personne qui exploite une entreprise doit tenir un registre des incidents de confidentialité.
2,Un règlement du gouvernement peut déterminer la teneur de ce registre.
2,"Sur demande de la Commission, une copie de ce registre lui est transmise."
2,"Toute personne qui exploite une entreprise et qui, en raison d’un intérêt sérieux et légitime, recueille des renseignements personnels sur autrui doit, avant la collecte, déterminer les fins de celle-ci."
2,"1993, c. 17, a."
2,"4; 1999, c. 40, a."
2,"Les renseignements personnels concernant un mineur de moins de 14 ans ne   être recueillis auprès de celui-ci sans le consentement du titulaire de l’autorité parentale ou du tuteur, sauf lorsque cette collecte est manifestement au bénéfice de ce mineur."
2,La personne qui recueille des renseignements personnels sur autrui ne doit recueillir que les renseignements nécessaires aux fins déterminées avant la collecte.
2,Ces renseignements doivent être recueillis par des moyens licites.
